education,language,age_category,income_category,income_number,gender,province,health,citizenship,born_in_canada,marital_status,owns_house,vote_choice
Bachelor,English,55-64,"Less than $25,000",-5282597909259356e28,Male,Ontario,Good/Very Good,Yes,Yes,Married,Own a residence,3
College/Trade,English,45-54,"$75,000 to $99,999",80000,Male,Ontario,Poor/Fair,Yes,Yes,Married,Own a residence,2
Postgrad,English_and_French,55-64,"Less than $25,000",-43639335198944953e27,Male,Quebec,Good/Very Good,Yes,Yes,Married,Own a residence,1
College/Trade,English,45-54,"$75,000 to $99,999",80000,Male,Ontario,Good/Very Good,Yes,Yes,Living with a partner,No residence,3
College/Trade,English,65-74,"$75,000 to $99,999",85000,Male,Ontario,Good/Very Good,Yes,Yes,Married,Own a residence,2
Bachelor,French,35-44,"$100,000 to $ 124,999",100000,Female,Quebec,Excellent,Yes,Yes,Living with a partner,No residence,4
College/Trade,English,55-64,"$125,000 and more",170000,Male,Ontario,Excellent,Yes,Yes,Separated,Own a residence,1
Bachelor,English,35-44,"$125,000 and more",175090,Female,Ontario,Excellent,Yes,Yes,Married,Own a residence,3
College/Trade,Neither English nor French,35-44,"$125,000 and more",125000,Female,Ontario,Poor/Fair,Yes,No,Married,Own a residence,1
Bachelor,English,25-34,"Less than $25,000",-5208661356574774e28,Female,Ontario,Good/Very Good,Yes,Yes,Never Married,Own a residence,3
Bachelor,English_and_French,25-34,"$100,000 to $ 124,999",112000,Female,Quebec,Good/Very Good,Yes,Yes,Living with a partner,No residence,1
College/Trade,French,35-44,"Less than $25,000",-4786798333878742e28,Female,Quebec,Poor/Fair,Yes,Yes,Living with a partner,Own a residence,4
No degree/diploma,English,55-64,"$100,000 to $ 124,999",100000,Female,Alberta,Good/Very Good,Yes,Yes,Married,Own a residence,2
College/Trade,English,65-74,"$50,000 to $74,999",70000,Female,Ontario,Poor/Fair,Yes,No,Married,Own a residence,1
Postgrad,English,25-34,"Less than $25,000",5000,Male,British Columbia,Excellent,No,Yes,Married,Own a residence,1
High School,English,35-44,"$75,000 to $99,999",79000,Male,Ontario,Poor/Fair,Yes,Yes,Never Married,No residence,1
Postgrad,English_and_French,35-44,"$125,000 and more",155000,Male,Maintoba,Good/Very Good,Yes,Yes,Married,Own a residence,1
College/Trade,English,65-74,"$75,000 to $99,999",80000,Male,Ontario,Good/Very Good,Yes,No,Married,Own a residence,1
College/Trade,French,75-84,"Less than $25,000",-4326997910659429e28,Female,Quebec,Excellent,Yes,Yes,Married,Own a residence,1
Postgrad,English,65-74,"Less than $25,000",-5192883143785384e28,Male,Newfoundland and Labrador,Good/Very Good,Yes,Yes,Married,Own a residence,1
Postgrad,English,25-34,"Less than $25,000",50,Male,British Columbia,Good/Very Good,Yes,No,Married,No residence,1
Postgrad,English,25-34,"$25,000 to $49,999",45000,Male,Ontario,Poor/Fair,Yes,No,Married,Own a residence,6
College/Trade,English,25-34,"Less than $25,000",-43858531488420746e27,Female,Ontario,Don't Know,Yes,Yes,Living with a partner,No residence,5
College/Trade,English,65-74,"$25,000 to $49,999",34000,Male,Newfoundland and Labrador,Good/Very Good,Yes,Yes,Married,Own a residence,1
High School,English_and_French,15-24,"$125,000 and more",6241583323249987e44,Female,Ontario,Excellent,Yes,No,Don't know/Prefer not to answer,No residence,5
High School,English,65-74,"$125,000 and more",145000,Male,British Columbia,Good/Very Good,Yes,Yes,Married,Own a residence,1
College/Trade,French,15-24,"Less than $25,000",-4384655354910513e28,Male,Ontario,Poor/Fair,Yes,Yes,Separated,No residence,6
Bachelor,Neither English nor French,65-74,"$100,000 to $ 124,999",100000,Male,Ontario,Excellent,Yes,No,Married,Own a residence,2
No degree/diploma,English,15-24,"Less than $25,000",12232,Male,Maintoba,Poor/Fair,No,No,Never Married,No residence,5
Postgrad,English,65-74,"$100,000 to $ 124,999",100000,Female,Ontario,Good/Very Good,Yes,Yes,Never Married,Own a residence,1
High School,English,15-24,"$25,000 to $49,999",37000,Female,Newfoundland and Labrador,Poor/Fair,Yes,Yes,Living with a partner,Own a residence,3
High School,English,25-34,"$25,000 to $49,999",32000,Female,Alberta,Poor/Fair,Yes,Yes,Living with a partner,No residence,2
College/Trade,English,45-54,"Less than $25,000",-4569954076123109e28,Female,Ontario,Good/Very Good,Yes,Yes,Living with a partner,Own a residence,2
Bachelor,Neither English nor French,25-34,"$75,000 to $99,999",80000,Female,Ontario,Excellent,No,No,Living with a partner,Own a residence,3
Postgrad,French,75-84,"$50,000 to $74,999",70000,Male,Ontario,Poor/Fair,Yes,Yes,Married,Own a residence,1
Bachelor,English,45-54,"Less than $25,000",-43863431554504405e27,Female,British Columbia,Poor/Fair,Yes,No,Divorced,Own a residence,1
Postgrad,English_and_French,25-34,"$50,000 to $74,999",50000,Male,Ontario,Poor/Fair,No,No,Married,No residence,5
Bachelor,English,55-64,"Less than $25,000",-5035645467678557e28,Male,British Columbia,Good/Very Good,Yes,Yes,Widowed,Own a residence,2
College/Trade,English_and_French,45-54,"$125,000 and more",-34405868451608025e27,Female,Alberta,Poor/Fair,Yes,Yes,Living with a partner,Own a residence,2
Bachelor,French,55-64,"$50,000 to $74,999",69000,Male,Quebec,Good/Very Good,Yes,Yes,Living with a partner,Own a residence,1
High School,English,65-74,"Less than $25,000",-5158909352271998e28,Female,Ontario,Good/Very Good,Yes,Yes,Married,No residence,2
Postgrad,French,35-44,"$50,000 to $74,999",74000,Female,Quebec,Good/Very Good,Yes,No,Married,Own a residence,2
Postgrad,English_and_French,35-44,"$125,000 and more",240000,Male,Quebec,Poor/Fair,Yes,Yes,Living with a partner,No residence,3
Bachelor,English,25-34,"Less than $25,000",-5306532009819107e28,Female,Ontario,Good/Very Good,Yes,Yes,Married,Own a residence,3
College/Trade,French,45-54,"Less than $25,000",-37425615843432496e27,Female,Quebec,Don't Know,Yes,Yes,Never Married,No residence,5
Postgrad,Neither English nor French,35-44,"$75,000 to $99,999",98000,Male,Quebec,Good/Very Good,Yes,No,Married,Own a residence,2
Postgrad,English,45-54,"$75,000 to $99,999",80000,Female,Ontario,Good/Very Good,Yes,No,Married,Own a residence,1
No degree/diploma,English,25-34,"Less than $25,000",-4900142306911704e28,Male,Ontario,Poor/Fair,Yes,Yes,Never Married,No residence,1
College/Trade,English,15-24,"Less than $25,000",-4916856976774861e28,Female,Ontario,Poor/Fair,Yes,Yes,Living with a partner,Own a residence,3
No degree/diploma,English,65-74,"Less than $25,000",-5282162347829697e28,Female,Ontario,Good/Very Good,Yes,Yes,Married,Own a residence,5
College/Trade,Neither English nor French,45-54,"$50,000 to $74,999",67000,Female,Ontario,Good/Very Good,Yes,No,Widowed,Own a residence,2
Bachelor,French,45-54,"$75,000 to $99,999",90000,Female,Quebec,Poor/Fair,Yes,Yes,Never Married,Own a residence,3
High School,English,15-24,"Less than $25,000",-4995377813506601e28,Female,Alberta,Good/Very Good,Yes,Yes,Married,Own a residence,1
Bachelor,English_and_French,25-34,"$50,000 to $74,999",73000,Female,Ontario,Don't Know,Yes,Yes,Married,No residence,5
College/Trade,English,55-64,"Less than $25,000",-5069031251261904e28,Female,Ontario,Good/Very Good,Yes,Yes,Married,Own a residence,1
Postgrad,English,55-64,"$125,000 and more",200000,Female,Saskatchewan,Good/Very Good,Yes,Yes,Married,Own a residence,2
College/Trade,French,45-54,"$50,000 to $74,999",74000,Female,Quebec,Poor/Fair,Yes,Yes,Living with a partner,No residence,1
High School,English_and_French,25-34,"Less than $25,000",-40844555285539256e27,Male,Ontario,Poor/Fair,Yes,Yes,Never Married,No residence,3
College/Trade,French,35-44,"$75,000 to $99,999",97000,Male,Quebec,Good/Very Good,Yes,Yes,Living with a partner,Own a residence,4
Bachelor,English,45-54,"$75,000 to $99,999",89000,Female,Ontario,Good/Very Good,Yes,No,Married,Own a residence,2
Postgrad,English,55-64,"Less than $25,000",-5103113933132706e28,Male,Maintoba,Good/Very Good,Yes,Yes,Married,Own a residence,5
High School,English_and_French,15-24,"Less than $25,000",3435670899566483e40,Male,Ontario,Good/Very Good,Yes,Yes,Never Married,No residence,1
High School,English,55-64,"$75,000 to $99,999",75000,Male,Ontario,Good/Very Good,Yes,Yes,Living with a partner,Own a residence,2
Bachelor,English,15-24,"Less than $25,000",-4972608839771187e28,Female,Ontario,Good/Very Good,Yes,Yes,Never Married,No residence,3
High School,English,35-44,"Less than $25,000",-5172673093449216e28,Female,Ontario,Poor/Fair,Yes,Yes,Married,Own a residence,1
Postgrad,English_and_French,65-74,"$125,000 and more",150000,Male,Ontario,Good/Very Good,Yes,Yes,Married,Own a residence,1
Bachelor,French,55-64,"Less than $25,000",-4861268449314656e28,Female,Ontario,Good/Very Good,Yes,Yes,Living with a partner,Own a residence,1
High School,English,45-54,"$125,000 and more",200000,Female,Alberta,Don't Know,Yes,Yes,Married,Own a residence,2
College/Trade,English_and_French,35-44,"Less than $25,000",16000,Male,Quebec,Poor/Fair,Yes,Yes,Never Married,Own a residence,2
College/Trade,French,35-44,"$25,000 to $49,999",48000,Female,Ontario,Poor/Fair,Yes,Yes,Never Married,No residence,2
High School,French,55-64,"$25,000 to $49,999",30000,Female,Quebec,Good/Very Good,Yes,Yes,Divorced,No residence,4
Postgrad,English,55-64,"Less than $25,000",-475825817120035e29,Male,Ontario,Poor/Fair,Yes,Yes,Never Married,Own a residence,5
Postgrad,French,25-34,"$75,000 to $99,999",77000,Female,Quebec,Excellent,Yes,No,Never Married,Own a residence,3
Bachelor,English,15-24,"$50,000 to $74,999",72000,Male,Ontario,Poor/Fair,Yes,Yes,Never Married,Own a residence,5
Bachelor,English,25-34,"$50,000 to $74,999",50000,Male,Ontario,Good/Very Good,Yes,No,Married,Own a residence,2
Bachelor,English,55-64,"Less than $25,000",-5286245736232748e28,Female,Alberta,Good/Very Good,Yes,Yes,Married,Own a residence,2
College/Trade,English,45-54,"Less than $25,000",-4616145365738425e28,Female,Saskatchewan,Good/Very Good,Yes,Yes,Married,Own a residence,2
Bachelor,English,65-74,"Less than $25,000",-5249756577463083e28,Male,Saskatchewan,Good/Very Good,Yes,Yes,Married,Own a residence,2
Bachelor,English_and_French,45-54,"$125,000 and more",145000,Female,British Columbia,Poor/Fair,Yes,Yes,Married,Own a residence,5
Bachelor,English_and_French,35-44,"$75,000 to $99,999",99000,Male,Ontario,Good/Very Good,No,No,Married,Own a residence,1
Bachelor,English_and_French,25-34,"$100,000 to $ 124,999",105000,Male,Quebec,Good/Very Good,Yes,Yes,Living with a partner,Own a residence,1
College/Trade,English_and_French,15-24,"Less than $25,000",-4174834525208127e28,Female,Quebec,Poor/Fair,Yes,Yes,Living with a partner,Own a residence,2
Bachelor,English,65-74,"$125,000 and more",135000,Male,Alberta,Good/Very Good,Yes,Yes,Married,Own a residence,2
College/Trade,English_and_French,25-34,"$125,000 and more",180000,Male,Alberta,Good/Very Good,Yes,Yes,Living with a partner,No residence,6
No degree/diploma,English,35-44,"$100,000 to $ 124,999",110000,Male,British Columbia,Excellent,Yes,Yes,Married,Own a residence,1
College/Trade,English,35-44,"$25,000 to $49,999",32000,Female,Ontario,Don't Know,Yes,Yes,Never Married,No residence,5
Bachelor,English,25-34,"$25,000 to $49,999",45000,Female,British Columbia,Poor/Fair,Yes,No,Never Married,No residence,2
High School,English,55-64,"$50,000 to $74,999",50000,Male,Saskatchewan,Good/Very Good,Yes,Yes,Living with a partner,Own a residence,2
College/Trade,English,65-74,"$75,000 to $99,999",80000,Female,Ontario,Good/Very Good,Yes,Yes,Living with a partner,Own a residence,2
Bachelor,English,15-24,"$25,000 to $49,999",35000,Female,British Columbia,Poor/Fair,Yes,Yes,Living with a partner,Own a residence,5
College/Trade,English,55-64,"Less than $25,000",-4744668654594995e28,Male,Alberta,Poor/Fair,Yes,Yes,Never Married,No residence,1
Postgrad,French,35-44,"$125,000 and more",150000,Female,Ontario,Poor/Fair,Yes,Yes,Married,Own a residence,1
Bachelor,English_and_French,15-24,"Less than $25,000",24000,Female,British Columbia,Poor/Fair,Yes,Yes,Never Married,Own a residence,5
College/Trade,Neither English nor French,15-24,"$125,000 and more",710000,Female,Quebec,Good/Very Good,Yes,No,Never Married,No residence,5
Bachelor,English_and_French,25-34,"$25,000 to $49,999",42000,Female,British Columbia,Poor/Fair,Yes,Yes,Living with a partner,Own a residence,3
High School,English,55-64,"$50,000 to $74,999",65000,Male,Saskatchewan,Good/Very Good,Yes,Yes,Married,Own a residence,2
No degree/diploma,French,35-44,"$25,000 to $49,999",30000,Male,Quebec,Poor/Fair,Yes,Yes,Separated,No residence,2
Postgrad,Neither English nor French,25-34,"Less than $25,000",-4379842401112783e28,Male,Ontario,Good/Very Good,No,No,Married,No residence,5
High School,French,25-34,"Less than $25,000",8000,Female,Quebec,Poor/Fair,Yes,Yes,Never Married,No residence,4
Bachelor,English,45-54,"$75,000 to $99,999",80000,Female,Ontario,Good/Very Good,Yes,Yes,Married,No residence,2
Bachelor,Neither English nor French,45-54,"$75,000 to $99,999",95000,Female,Ontario,Good/Very Good,Yes,No,Living with a partner,No residence,1
College/Trade,English,45-54,"$100,000 to $ 124,999",102000,Female,Saskatchewan,Good/Very Good,Yes,No,Married,Own a residence,2
Bachelor,English_and_French,75-84,"Less than $25,000",-41986706244462047e27,Male,British Columbia,Poor/Fair,Yes,No,Married,Own a residence,1
High School,French,75-84,"$25,000 to $49,999",29000,Male,Quebec,Good/Very Good,Yes,Yes,Divorced,No residence,2
College/Trade,English,55-64,"$50,000 to $74,999",60000,Female,Saskatchewan,Excellent,Yes,Yes,Married,Own a residence,2
College/Trade,English,55-64,"$25,000 to $49,999",34000,Female,British Columbia,Don't Know,Yes,No,Never Married,No residence,1
Bachelor,English,45-54,"$75,000 to $99,999",82000,Male,British Columbia,Excellent,Yes,Yes,Married,Own a residence,5
No degree/diploma,English,45-54,"$25,000 to $49,999",28000,Male,Ontario,Poor/Fair,Yes,Yes,Married,No residence,3
Bachelor,English,25-34,"Less than $25,000",-5222664656538305e28,Female,Alberta,Good/Very Good,Yes,Yes,Living with a partner,Own a residence,3
Bachelor,English,15-24,"$50,000 to $74,999",71000,Male,Maintoba,Good/Very Good,Yes,No,Married,No residence,6
College/Trade,French,45-54,"Less than $25,000",-4448715552177581e28,Female,Alberta,Good/Very Good,Yes,Yes,Married,Own a residence,2
College/Trade,English_and_French,45-54,"$25,000 to $49,999",25000,Female,Ontario,Don't Know,Yes,Yes,Living with a partner,No residence,3
Postgrad,Neither English nor French,55-64,"$125,000 and more",199000,Male,Ontario,Good/Very Good,Yes,No,Married,No residence,1
High School,English,55-64,"$50,000 to $74,999",70000,Female,British Columbia,Good/Very Good,Yes,Yes,Married,Own a residence,2
College/Trade,English_and_French,45-54,"$125,000 and more",20499408647541674e42,Female,Saskatchewan,Poor/Fair,Yes,Yes,Never Married,No residence,1
College/Trade,English,25-34,"$50,000 to $74,999",53000,Female,Ontario,Poor/Fair,Yes,Yes,Married,Own a residence,3
Bachelor,French,25-34,"Less than $25,000",-4985207454124068e28,Female,Quebec,Good/Very Good,Yes,Yes,Living with a partner,Own a residence,3
Bachelor,English,65-74,"$25,000 to $49,999",30000,Male,Alberta,Excellent,Yes,Yes,Married,Own a residence,2
College/Trade,English,55-64,"$25,000 to $49,999",36000,Female,Maintoba,Poor/Fair,Yes,Yes,Never Married,Own a residence,2
College/Trade,English,45-54,"$50,000 to $74,999",65000,Male,Ontario,Poor/Fair,Yes,Yes,Married,Own a residence,3
High School,English,65-74,"Less than $25,000",-5149022107818743e28,Male,Ontario,Good/Very Good,Yes,Yes,Never Married,Own a residence,1
Bachelor,Neither English nor French,35-44,"Less than $25,000",1,Female,Maintoba,Poor/Fair,Yes,No,Married,No residence,2
College/Trade,English,65-74,"Less than $25,000",-5201823042129131e28,Female,British Columbia,Good/Very Good,Yes,Yes,Married,Own a residence,2
Postgrad,English,65-74,"Less than $25,000",-4726734412728794e28,Female,Saskatchewan,Excellent,Yes,Yes,Widowed,Own a residence,3
College/Trade,Neither English nor French,55-64,"$75,000 to $99,999",85000,Female,Maintoba,Good/Very Good,Yes,Yes,Living with a partner,Own a residence,2
College/Trade,English,55-64,"Less than $25,000",-4712796446979713e28,Female,British Columbia,Excellent,Yes,Yes,Married,Own a residence,3
Bachelor,English_and_French,25-34,"$50,000 to $74,999",59000,Female,Ontario,Good/Very Good,Yes,Yes,Living with a partner,Own a residence,2
Bachelor,English,55-64,"$125,000 and more",125000,Female,Alberta,Poor/Fair,Yes,Yes,Married,Own a residence,6
Bachelor,English,55-64,"$100,000 to $ 124,999",100000,Female,Maintoba,Excellent,Yes,Yes,Married,Own a residence,1
Bachelor,English,45-54,"$125,000 and more",140000,Male,Saskatchewan,Excellent,Yes,Yes,Married,Own a residence,1
Bachelor,English,45-54,"$25,000 to $49,999",40000,Female,British Columbia,Poor/Fair,Yes,Yes,Never Married,Own a residence,1
High School,French,55-64,"$25,000 to $49,999",25000,Female,Quebec,Good/Very Good,Yes,Yes,Married,No residence,2
College/Trade,English,45-54,"Less than $25,000",-4028910557236687e28,Female,Ontario,Excellent,Yes,Yes,Separated,Own a residence,1
College/Trade,English,65-74,"$100,000 to $ 124,999",100000,Female,Alberta,Good/Very Good,Yes,Yes,Married,Own a residence,2
High School,English,65-74,"$50,000 to $74,999",50000,Male,Alberta,Good/Very Good,Yes,No,Married,Own a residence,2
No degree/diploma,English,85+,"$50,000 to $74,999",70000,Male,British Columbia,Good/Very Good,Yes,Yes,Married,Own a residence,2
Postgrad,English,45-54,"$125,000 and more",170000,Male,British Columbia,Good/Very Good,Yes,Yes,Married,Own a residence,1
Bachelor,French,65-74,"$75,000 to $99,999",99000,Female,Quebec,Excellent,Yes,Yes,Living with a partner,Own a residence,4
Bachelor,English,55-64,"$100,000 to $ 124,999",115000,Female,British Columbia,Good/Very Good,Yes,Yes,Never Married,Own a residence,1
Postgrad,English_and_French,55-64,"$100,000 to $ 124,999",120000,Female,Quebec,Good/Very Good,Yes,Yes,Married,Own a residence,1
College/Trade,English,75-84,"Less than $25,000",-4473760334382962e28,Female,Alberta,Excellent,Yes,No,Married,Own a residence,2
